Job Number,DateADDED,Date Logged,AgeOfJobInWorkingDays,Date Completed,WorkingDaysToComplete,Job Description,Job Status Description,Status change start or finish,Working Days between statuses
8242290,24/02/2023,03/01/2023,38,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,25/02/2023,03/01/2023,38,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,26/02/2023,03/01/2023,38,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,27/02/2023,03/01/2023,39,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,28/02/2023,03/01/2023,40,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,01/03/2023,03/01/2023,41,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,02/03/2023,03/01/2023,42,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,03/03/2023,03/01/2023,43,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,04/03/2023,03/01/2023,43,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,05/03/2023,03/01/2023,43,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,06/03/2023,03/01/2023,44,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,07/03/2023,03/01/2023,45,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,08/03/2023,03/01/2023,46,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,09/03/2023,03/01/2023,47,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,10/03/2023,03/01/2023,48,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,11/03/2023,03/01/2023,48,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,12/03/2023,03/01/2023,48,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,13/03/2023,03/01/2023,49,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,14/03/2023,03/01/2023,50,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,15/03/2023,03/01/2023,51,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242290,16/03/2023,03/01/2023,52,16/03/2023,52,*Damp / Mould / Condensation works*,Job Scheduled,,
8242323,04/01/2023,03/01/2023,1,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,05/01/2023,03/01/2023,2,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,06/01/2023,03/01/2023,3,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,07/01/2023,03/01/2023,3,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,08/01/2023,03/01/2023,3,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,09/01/2023,03/01/2023,4,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,10/01/2023,03/01/2023,5,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,11/01/2023,03/01/2023,6,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,12/01/2023,03/01/2023,7,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,13/01/2023,03/01/2023,8,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,14/01/2023,03/01/2023,8,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,15/01/2023,03/01/2023,8,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,16/01/2023,03/01/2023,9,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,17/01/2023,03/01/2023,10,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,18/01/2023,03/01/2023,11,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,19/01/2023,03/01/2023,12,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,20/01/2023,03/01/2023,13,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,21/01/2023,03/01/2023,13,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,22/01/2023,03/01/2023,13,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,23/01/2023,03/01/2023,14,24/01/2023,15,Routine Scope - External Works,Job Scheduled,,
8242323,24/01/2023,03/01/2023,15,24/01/2023,15,Routine Scope - External Works,Job Scheduled,Finish,-22
8242505,04/01/2023,03/01/2023,1,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,Start,
8242505,05/01/2023,03/01/2023,2,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,,
8242505,06/01/2023,03/01/2023,3,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,,
8242505,07/01/2023,03/01/2023,3,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,,
8242505,08/01/2023,03/01/2023,3,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,,
8242505,09/01/2023,03/01/2023,4,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,,
8242505,10/01/2023,03/01/2023,5,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,,
8242505,11/01/2023,03/01/2023,6,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,,
8242505,12/01/2023,03/01/2023,7,23/01/2023,71,Routine Scope - Internal Works,Job Scheduled,Finish,6
8242505,13/01/2023,03/01/2023,8,23/01/2023,71,Routine Scope - Internal Works,Awaiting Scheduling,Start,
8242505,14/01/2023,03/01/2023,8,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,15/01/2023,03/01/2023,8,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,16/01/2023,03/01/2023,9,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,17/01/2023,03/01/2023,10,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,18/01/2023,03/01/2023,11,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,19/01/2023,03/01/2023,12,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,20/01/2023,03/01/2023,13,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,21/01/2023,03/01/2023,13,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,22/01/2023,03/01/2023,13,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,,
8242505,23/01/2023,03/01/2023,14,23/01/2023,71,*Shower Tray repair/replace*,Awaiting Scheduling,Finish,6
